1,16160,16044,16061,16019,15996
2,7926,7905,7932,7986,7939
3,6219,5963,6120,6189,6021
4,4866,4881,4872,4859,4904
5,4997,5114,5014,5028,5067
7,4870,4851,4894,4813,4908
10,4819,4858,4781,4881,4779
15,4804,4773,4773,4789,4773
20,4763,4773,4773,4810,4771
