1,11993,11896,12111,11996,12303
2,11480,11593,12145,11833,12034
3,10750,10362,10228,10902,10204
4,10049,10004,10046,10118,10082
5,9874,9858,10062,9949,10107
7,9978,9868,10007,10010,9857
10,9828,9983,9761,9915,10112
15,9780,9742,9760,10256,9844
20,9924,9703,9793,9766,9786
